supplier_id,product_id,unit_price,fixed_order_cost,min_order_qty_units,supplier_capacity_kg,elapsed_shelf_days,lead_time_mean_days,lead_time_std_days
7,579,129.38,62.55,153,1982.6,1.06,1.81,0.72
7,419,160.77,62.55,67,1411.0,1.06,1.81,0.72
7,60,165.06,62.55,184,1699.7,1.06,1.81,0.72
7,307,134.28,62.55,195,2056.8,1.06,1.81,0.72
7,146,152.87,62.55,78,1594.0,1.06,1.81,0.72
7,693,154.18,62.55,156,1236.7,1.06,1.81,0.72
7,20,158.66,62.55,113,1471.3,1.06,1.81,0.72
7,134,167.6,62.55,116,1848.6,1.06,1.81,0.72
7,403,149.75,62.55,200,1756.5,1.06,1.81,0.72
7,367,147.03,62.55,75,1345.6,1.06,1.81,0.72
7,675,156.02,62.55,189,1239.3,1.06,1.81,0.72
7,296,158.4,62.55,175,1205.8,1.06,1.81,0.72
7,277,158.46,62.55,196,1915.8,1.06,1.81,0.72
7,860,163.37,62.55,112,1657.6,1.06,1.81,0.72
7,64,159.9,62.55,79,1215.9,1.06,1.81,0.72
7,72,150.75,62.55,82,1884.7,1.06,1.81,0.72
7,355,152.61,62.55,200,2000.9,1.06,1.81,0.72
7,31,159.68,62.55,101,1304.3,1.06,1.81,0.72
7,22,146.58,62.55,142,1220.3,1.06,1.81,0.72
7,414,141.64,62.55,136,2102.6,1.06,1.81,0.72
7,492,155.42,62.55,97,1854.9,1.06,1.81,0.72
7,450,141.73,62.55,108,1937.1,1.06,1.81,0.72
7,284,172.91,62.55,97,1317.7,1.06,1.81,0.72
7,545,133.19,62.55,164,2027.9,1.06,1.81,0.72
7,412,148.25,62.55,122,1978.7,1.06,1.81,0.72
7,672,153.61,62.55,148,1693.7,1.06,1.81,0.72
7,692,25.78,62.55,151,1791.9,1.06,1.81,0.72
7,115,147.17,62.55,108,1535.5,1.06,1.81,0.72
7,330,141.45,62.55,171,1949.4,1.06,1.81,0.72
7,559,156.87,62.55,75,1789.9,1.06,1.81,0.72
7,473,149.66,62.55,151,1232.9,1.06,1.81,0.72
7,294,151.82,62.55,107,2112.3,1.06,1.81,0.72
7,256,143.03,62.55,143,1745.3,1.06,1.81,0.72
7,660,102.24,62.55,90,1288.2,1.06,1.81,0.72
7,768,148.81,62.55,95,1381.6,1.06,1.81,0.72
7,386,136.56,62.55,160,1855.4,1.06,1.81,0.72
7,311,140.61,62.55,191,1806.1,1.06,1.81,0.72
7,766,151.36,62.55,54,1617.5,1.06,1.81,0.72
7,291,151.2,62.55,123,1721.5,1.06,1.81,0.72
7,314,149.14,62.55,84,1750.2,1.06,1.81,0.72
7,848,148.85,62.55,144,1443.2,1.06,1.81,0.72
7,774,124.98,62.55,58,1470.9,1.06,1.81,0.72
7,505,159.25,62.55,116,2129.5,1.06,1.81,0.72
7,240,145.17,62.55,136,1476.0,1.06,1.81,0.72
7,195,173.91,62.55,80,2235.3,1.06,1.81,0.72
7,416,158.12,62.55,177,1301.8,1.06,1.81,0.72
7,596,159.36,62.55,61,2202.4,1.06,1.81,0.72
7,24,148.32,62.55,108,1944.7,1.06,1.81,0.72
7,436,150.48,62.55,127,1267.1,1.06,1.81,0.72
7,669,134.86,62.55,129,2059.0,1.06,1.81,0.72
7,835,137.13,62.55,143,1766.3,1.06,1.81,0.72
7,321,138.53,62.55,55,1299.5,1.06,1.81,0.72
7,11,152.37,62.55,192,1615.1,1.06,1.81,0.72
7,731,136.04,62.55,122,1806.1,1.06,1.81,0.72
7,304,146.37,62.55,161,2077.4,1.06,1.81,0.72
7,850,140.59,62.55,102,1655.0,1.06,1.81,0.72
7,798,160.53,62.55,80,2180.2,1.06,1.81,0.72
7,542,137.23,62.55,68,1800.9,1.06,1.81,0.72
7,138,129.14,62.55,128,1603.1,1.06,1.81,0.72
7,591,136.93,62.55,78,1860.5,1.06,1.81,0.72
7,354,145.96,62.55,185,1715.6,1.06,1.81,0.72
7,654,144.46,62.55,197,1513.8,1.06,1.81,0.72
7,144,131.97,62.55,102,1687.2,1.06,1.81,0.72
7,238,175.65,62.55,177,2155.8,1.06,1.81,0.72
7,10,148.49,62.55,109,1940.2,1.06,1.81,0.72
7,479,154.05,62.55,155,1872.7,1.06,1.81,0.72
7,540,28.2,62.55,73,1247.6,1.06,1.81,0.72
7,217,162.29,62.55,126,1838.8,1.06,1.81,0.72
7,135,155.92,62.55,183,1778.6,1.06,1.81,0.72
7,301,166.05,62.55,155,1740.8,1.06,1.81,0.72
7,802,122.35,62.55,143,1970.0,1.06,1.81,0.72
7,799,150.91,62.55,112,1572.3,1.06,1.81,0.72
7,218,168.76,62.55,114,1586.9,1.06,1.81,0.72
7,790,171.56,62.55,81,1581.7,1.06,1.81,0.72
7,49,136.59,62.55,61,2185.9,1.06,1.81,0.72
7,663,126.74,62.55,172,1699.1,1.06,1.81,0.72
7,276,162.08,62.55,167,1715.9,1.06,1.81,0.72
7,447,152.87,62.55,185,1706.1,1.06,1.81,0.72
7,219,139.72,62.55,82,1691.0,1.06,1.81,0.72
7,449,155.29,62.55,60,2002.4,1.06,1.81,0.72
7,765,135.18,62.55,68,2110.6,1.06,1.81,0.72
7,163,148.24,62.55,143,2213.7,1.06,1.81,0.72
7,261,128.78,62.55,147,1828.1,1.06,1.81,0.72
7,474,135.05,62.55,70,1822.0,1.06,1.81,0.72
7,286,176.79,62.55,50,1599.8,1.06,1.81,0.72
7,253,135.09,62.55,145,1962.8,1.06,1.81,0.72
7,645,155.47,62.55,184,2216.2,1.06,1.81,0.72
7,223,160.53,62.55,127,1624.4,1.06,1.81,0.72
7,739,142.73,62.55,168,1781.4,1.06,1.81,0.72
7,535,129.01,62.55,192,2082.9,1.06,1.81,0.72
7,858,160.18,62.55,159,2248.7,1.06,1.81,0.72
7,424,130.87,62.55,117,1996.6,1.06,1.81,0.72
7,210,185.19,62.55,188,1904.2,1.06,1.81,0.72
7,280,152.44,62.55,160,1695.0,1.06,1.81,0.72
7,684,158.56,62.55,104,1375.6,1.06,1.81,0.72
7,586,155.77,62.55,69,1906.9,1.06,1.81,0.72
7,470,161.46,62.55,73,1498.2,1.06,1.81,0.72
7,7,153.82,62.55,53,1850.0,1.06,1.81,0.72
7,528,139.26,62.55,137,1318.4,1.06,1.81,0.72
7,515,158.5,62.55,67,1874.4,1.06,1.81,0.72
7,113,150.56,62.55,175,1986.5,1.06,1.81,0.72
7,634,133.87,62.55,168,2000.4,1.06,1.81,0.72
7,556,151.06,62.55,199,1206.1,1.06,1.81,0.72
7,607,176.65,62.55,61,1938.8,1.06,1.81,0.72
7,605,147.14,62.55,103,1398.7,1.06,1.81,0.72
7,153,155.0,62.55,150,1540.2,1.06,1.81,0.72
7,647,131.67,62.55,63,1232.7,1.06,1.81,0.72
7,595,157.59,62.55,62,1750.1,1.06,1.81,0.72
7,140,137.11,62.55,126,1475.1,1.06,1.81,0.72
7,390,137.11,62.55,116,1723.9,1.06,1.81,0.72
7,374,171.18,62.55,184,1797.8,1.06,1.81,0.72
7,147,138.32,62.55,124,2243.4,1.06,1.81,0.72
7,250,140.39,62.55,80,2159.5,1.06,1.81,0.72
7,620,165.53,62.55,188,2186.7,1.06,1.81,0.72
7,809,170.14,62.55,188,1916.7,1.06,1.81,0.72
7,468,150.51,62.55,122,1811.0,1.06,1.81,0.72
7,319,143.43,62.55,154,1214.7,1.06,1.81,0.72
7,121,145.34,62.55,134,1481.3,1.06,1.81,0.72
7,520,161.62,62.55,200,1440.2,1.06,1.81,0.72
7,743,154.54,62.55,86,1628.0,1.06,1.81,0.72
7,729,136.54,62.55,159,1465.3,1.06,1.81,0.72
7,119,149.08,62.55,169,1784.5,1.06,1.81,0.72
7,176,166.44,62.55,50,1784.6,1.06,1.81,0.72
7,553,139.95,62.55,134,1864.9,1.06,1.81,0.72
7,97,159.83,62.55,140,1788.7,1.06,1.81,0.72
7,141,128.58,62.55,169,1323.2,1.06,1.81,0.72
7,136,132.51,62.55,156,1997.7,1.06,1.81,0.72
7,494,160.97,62.55,178,1717.8,1.06,1.81,0.72
7,621,139.58,62.55,121,1793.7,1.06,1.81,0.72
7,688,103.51,62.55,104,1340.8,1.06,1.81,0.72
7,102,146.89,62.55,126,1227.2,1.06,1.81,0.72
7,861,136.92,62.55,115,1559.7,1.06,1.81,0.72
7,764,167.66,62.55,165,1976.5,1.06,1.81,0.72
7,380,168.6,62.55,132,1453.5,1.06,1.81,0.72
7,152,116.82,62.55,154,2068.2,1.06,1.81,0.72
7,839,138.34,62.55,119,1263.2,1.06,1.81,0.72
7,322,130.86,62.55,133,2097.0,1.06,1.81,0.72
7,491,165.25,62.55,181,1377.0,1.06,1.81,0.72
7,472,157.13,62.55,116,2193.3,1.06,1.81,0.72
7,13,148.35,62.55,188,1893.8,1.06,1.81,0.72
7,62,146.64,62.55,82,1817.4,1.06,1.81,0.72
7,333,155.37,62.55,60,1481.8,1.06,1.81,0.72
7,404,166.85,62.55,133,1982.8,1.06,1.81,0.72
7,287,159.79,62.55,165,1428.5,1.06,1.81,0.72
7,112,165.95,62.55,198,1318.4,1.06,1.81,0.72
7,815,145.76,62.55,105,1603.0,1.06,1.81,0.72
7,44,174.14,62.55,62,1317.7,1.06,1.81,0.72
7,316,138.65,62.55,114,2147.3,1.06,1.81,0.72
7,467,176.71,62.55,152,2045.5,1.06,1.81,0.72
7,776,153.57,62.55,123,2100.0,1.06,1.81,0.72
7,668,177.92,62.55,172,2045.8,1.06,1.81,0.72
7,181,159.96,62.55,178,1559.2,1.06,1.81,0.72
7,148,126.58,62.55,102,1548.3,1.06,1.81,0.72
7,546,81.8,62.55,150,1377.7,1.06,1.81,0.72
7,68,166.1,62.55,158,1405.6,1.06,1.81,0.72
7,370,145.06,62.55,62,1279.6,1.06,1.81,0.72
7,639,160.23,62.55,102,2163.0,1.06,1.81,0.72
7,797,151.55,62.55,177,1795.5,1.06,1.81,0.72
7,61,135.39,62.55,57,1833.2,1.06,1.81,0.72
7,826,148.27,62.55,181,1897.4,1.06,1.81,0.72
7,275,157.8,62.55,71,2212.0,1.06,1.81,0.72
7,206,147.56,62.55,107,2140.1,1.06,1.81,0.72
7,755,154.33,62.55,150,1888.3,1.06,1.81,0.72
7,635,142.48,62.55,171,1276.3,1.06,1.81,0.72
7,126,178.52,62.55,159,1358.3,1.06,1.81,0.72
7,279,147.41,62.55,102,1904.1,1.06,1.81,0.72
7,407,151.42,62.55,93,2133.1,1.06,1.81,0.72
7,45,148.93,62.55,123,1893.0,1.06,1.81,0.72
7,33,75.83,62.55,148,1592.4,1.06,1.81,0.72
7,738,150.53,62.55,72,1747.7,1.06,1.81,0.72
7,588,167.36,62.55,165,1750.7,1.06,1.81,0.72
7,305,151.53,62.55,91,1651.0,1.06,1.81,0.72
7,168,140.38,62.55,200,1316.6,1.06,1.81,0.72
7,466,193.64,62.55,146,1533.3,1.06,1.81,0.72
7,691,31.4,62.55,180,1765.8,1.06,1.81,0.72
7,123,148.91,62.55,172,1786.7,1.06,1.81,0.72
7,537,133.51,62.55,167,1709.7,1.06,1.81,0.72
7,185,96.2,62.55,116,1786.4,1.06,1.81,0.72
7,590,156.87,62.55,101,2079.9,1.06,1.81,0.72
7,6,150.96,62.55,113,2013.4,1.06,1.81,0.72
7,627,144.53,62.55,88,1395.5,1.06,1.81,0.72
7,487,122.87,62.55,85,1991.6,1.06,1.81,0.72
7,855,154.53,62.55,162,1331.9,1.06,1.81,0.72
7,317,27.73,62.55,167,1666.6,1.06,1.81,0.72
7,578,152.28,62.55,184,1789.7,1.06,1.81,0.72
7,629,144.86,62.55,149,1358.6,1.06,1.81,0.72
7,356,137.08,62.55,171,1355.7,1.06,1.81,0.72
7,745,142.71,62.55,72,2076.8,1.06,1.81,0.72
7,581,147.72,62.55,87,2007.9,1.06,1.81,0.72
7,503,156.7,62.55,199,2083.1,1.06,1.81,0.72
7,822,147.79,62.55,63,1476.5,1.06,1.81,0.72
7,67,141.63,62.55,96,1809.0,1.06,1.81,0.72
7,364,141.99,62.55,172,1671.3,1.06,1.81,0.72
7,23,151.36,62.55,78,1388.2,1.06,1.81,0.72
7,363,133.74,62.55,149,1288.4,1.06,1.81,0.72
7,736,156.54,62.55,111,1861.4,1.06,1.81,0.72
7,125,158.88,62.55,145,2218.0,1.06,1.81,0.72
7,243,114.29,62.55,146,2004.0,1.06,1.81,0.72
7,689,159.75,62.55,111,1985.5,1.06,1.81,0.72
7,836,158.57,62.55,103,2020.5,1.06,1.81,0.72
7,122,140.19,62.55,79,2104.7,1.06,1.81,0.72
7,454,146.0,62.55,152,1404.9,1.06,1.81,0.72
7,101,170.91,62.55,187,2072.9,1.06,1.81,0.72
7,443,143.23,62.55,68,1403.0,1.06,1.81,0.72
7,425,176.2,62.55,195,1855.3,1.06,1.81,0.72
7,25,134.81,62.55,186,1642.7,1.06,1.81,0.72
7,845,135.47,62.55,129,1848.8,1.06,1.81,0.72
7,351,147.44,62.55,117,1761.4,1.06,1.81,0.72
7,161,141.12,62.55,149,1512.9,1.06,1.81,0.72
7,179,134.47,62.55,189,1548.8,1.06,1.81,0.72
7,754,156.34,62.55,152,1734.2,1.06,1.81,0.72
7,435,134.99,62.55,165,1375.2,1.06,1.81,0.72
7,500,136.24,62.55,58,1910.1,1.06,1.81,0.72
7,525,144.49,62.55,57,1944.4,1.06,1.81,0.72
7,728,146.32,62.55,53,1892.6,1.06,1.81,0.72
7,207,173.56,62.55,118,1735.3,1.06,1.81,0.72
7,38,146.4,62.55,145,1276.3,1.06,1.81,0.72
7,748,136.5,62.55,144,1496.6,1.06,1.81,0.72
7,599,170.43,62.55,79,2224.3,1.06,1.81,0.72
7,783,184.72,62.55,199,1318.5,1.06,1.81,0.72
7,831,161.85,62.55,125,1484.9,1.06,1.81,0.72
7,201,146.55,62.55,149,1884.6,1.06,1.81,0.72
7,562,158.59,62.55,168,1513.8,1.06,1.81,0.72
7,214,163.15,62.55,188,2146.8,1.06,1.81,0.72
7,220,145.27,62.55,110,1406.2,1.06,1.81,0.72
7,325,183.59,62.55,80,1311.6,1.06,1.81,0.72
7,130,129.1,62.55,59,2086.9,1.06,1.81,0.72
7,655,155.05,62.55,176,2197.4,1.06,1.81,0.72
7,55,148.84,62.55,65,1387.8,1.06,1.81,0.72
7,399,146.2,62.55,121,2025.1,1.06,1.81,0.72
7,315,144.47,62.55,173,1898.9,1.06,1.81,0.72
7,177,148.59,62.55,85,1522.5,1.06,1.81,0.72
7,791,151.35,62.55,55,1404.9,1.06,1.81,0.72
7,302,123.63,62.55,113,1761.9,1.06,1.81,0.72
7,94,141.62,62.55,131,1277.8,1.06,1.81,0.72
7,510,170.56,62.55,123,1324.0,1.06,1.81,0.72
7,864,150.31,62.55,92,1771.4,1.06,1.81,0.72
7,521,173.42,62.55,177,2019.9,1.06,1.81,0.72
7,71,151.49,62.55,114,2160.5,1.06,1.81,0.72
7,844,80.89,62.55,179,1933.7,1.06,1.81,0.72
7,749,151.79,62.55,129,1523.5,1.06,1.81,0.72
7,677,151.92,62.55,137,1827.0,1.06,1.81,0.72
8,531,158.19,67.63,185,1851.3,1.08,2.83,1.13
8,44,174.14,67.63,149,1784.9,1.08,2.83,1.13
8,460,139.39,67.63,142,2071.5,1.08,2.83,1.13
8,139,137.31,67.63,175,1424.9,1.08,2.83,1.13
8,283,157.02,67.63,159,1686.2,1.08,2.83,1.13
8,321,138.53,67.63,119,1480.2,1.08,2.83,1.13
8,751,167.15,67.63,166,1426.7,1.08,2.83,1.13
8,303,130.31,67.63,88,1355.3,1.08,2.83,1.13
8,615,171.37,67.63,179,1285.3,1.08,2.83,1.13
8,651,149.88,67.63,111,1579.0,1.08,2.83,1.13
8,453,142.81,67.63,73,2085.6,1.08,2.83,1.13
8,644,149.14,67.63,135,1217.5,1.08,2.83,1.13
8,480,165.57,67.63,165,1957.5,1.08,2.83,1.13
8,116,149.99,67.63,69,2122.9,1.08,2.83,1.13
8,284,172.91,67.63,112,1497.2,1.08,2.83,1.13
8,126,178.52,67.63,155,1452.0,1.08,2.83,1.13
8,140,137.11,67.63,145,1751.0,1.08,2.83,1.13
8,104,161.45,67.63,139,1483.3,1.08,2.83,1.13
8,316,138.65,67.63,96,2024.7,1.08,2.83,1.13
8,562,158.59,67.63,106,2051.7,1.08,2.83,1.13
8,639,160.23,67.63,114,1661.7,1.08,2.83,1.13
8,160,138.36,67.63,107,1392.1,1.08,2.83,1.13
8,831,161.85,67.63,93,2010.7,1.08,2.83,1.13
8,621,139.58,67.63,134,1353.2,1.08,2.83,1.13
8,830,125.12,67.63,144,1882.9,1.08,2.83,1.13
8,802,122.35,67.63,196,1984.0,1.08,2.83,1.13
8,385,168.37,67.63,94,2189.2,1.08,2.83,1.13
8,540,28.2,67.63,99,1367.5,1.08,2.83,1.13
8,389,132.79,67.63,116,1430.4,1.08,2.83,1.13
8,482,148.53,67.63,177,2241.7,1.08,2.83,1.13
8,16,149.96,67.63,57,1603.6,1.08,2.83,1.13
8,749,151.79,67.63,90,1219.6,1.08,2.83,1.13
8,430,165.72,67.63,96,2131.9,1.08,2.83,1.13
8,397,167.06,67.63,107,1293.6,1.08,2.83,1.13
8,200,137.35,67.63,111,2245.4,1.08,2.83,1.13
8,689,159.75,67.63,193,1540.6,1.08,2.83,1.13
8,596,159.36,67.63,151,1259.2,1.08,2.83,1.13
8,537,133.51,67.63,99,1782.6,1.08,2.83,1.13
8,645,155.47,67.63,123,1300.4,1.08,2.83,1.13
8,650,147.47,67.63,199,1302.1,1.08,2.83,1.13
8,201,146.55,67.63,117,2153.2,1.08,2.83,1.13
8,9,158.35,67.63,92,2067.7,1.08,2.83,1.13
8,685,84.96,67.63,147,1224.7,1.08,2.83,1.13
8,45,148.93,67.63,172,1789.1,1.08,2.83,1.13
8,49,136.59,67.63,196,1502.8,1.08,2.83,1.13
8,242,143.91,67.63,199,1825.6,1.08,2.83,1.13
8,542,137.23,67.63,145,1896.4,1.08,2.83,1.13
8,606,129.67,67.63,85,2167.1,1.08,2.83,1.13
8,130,129.1,67.63,156,1255.6,1.08,2.83,1.13
8,107,153.08,67.63,73,1218.6,1.08,2.83,1.13
8,516,142.05,67.63,117,1258.0,1.08,2.83,1.13
8,136,132.51,67.63,58,1430.8,1.08,2.83,1.13
8,11,152.37,67.63,85,2154.7,1.08,2.83,1.13
8,68,166.1,67.63,161,1274.3,1.08,2.83,1.13
8,7,153.82,67.63,55,1899.0,1.08,2.83,1.13
8,591,136.93,67.63,178,1454.3,1.08,2.83,1.13
8,683,161.54,67.63,78,1651.6,1.08,2.83,1.13
8,620,165.53,67.63,192,2215.1,1.08,2.83,1.13
8,503,156.7,67.63,109,1663.6,1.08,2.83,1.13
8,809,170.14,67.63,106,1345.7,1.08,2.83,1.13
8,172,168.7,67.63,117,2146.2,1.08,2.83,1.13
8,80,160.65,67.63,171,1764.3,1.08,2.83,1.13
8,438,176.86,67.63,166,1900.0,1.08,2.83,1.13
8,70,84.12,67.63,54,2103.6,1.08,2.83,1.13
8,238,175.65,67.63,161,1444.4,1.08,2.83,1.13
8,257,123.93,67.63,131,2180.8,1.08,2.83,1.13
8,341,143.12,67.63,156,1540.8,1.08,2.83,1.13
8,113,150.56,67.63,123,1302.7,1.08,2.83,1.13
8,323,152.99,67.63,91,1515.2,1.08,2.83,1.13
8,287,159.79,67.63,117,1742.7,1.08,2.83,1.13
8,261,128.78,67.63,198,1844.1,1.08,2.83,1.13
8,777,156.57,67.63,148,1597.4,1.08,2.83,1.13
8,548,151.07,67.63,159,1268.9,1.08,2.83,1.13
8,454,146.0,67.63,58,1502.2,1.08,2.83,1.13
8,581,147.72,67.63,91,1488.8,1.08,2.83,1.13
8,699,163.56,67.63,61,1488.4,1.08,2.83,1.13
8,187,164.08,67.63,175,1663.8,1.08,2.83,1.13
8,569,145.1,67.63,86,1268.2,1.08,2.83,1.13
8,288,155.62,67.63,122,1961.7,1.08,2.83,1.13
8,194,122.87,67.63,162,1892.1,1.08,2.83,1.13
8,196,125.83,67.63,150,1568.5,1.08,2.83,1.13
8,1,85.87,67.63,185,1363.1,1.08,2.83,1.13
8,143,155.15,67.63,138,1649.0,1.08,2.83,1.13
8,346,135.42,67.63,116,1448.7,1.08,2.83,1.13
8,166,171.53,67.63,113,2245.6,1.08,2.83,1.13
8,424,130.87,67.63,133,1353.7,1.08,2.83,1.13
8,403,149.75,67.63,71,1908.1,1.08,2.83,1.13
8,763,152.52,67.63,136,1713.5,1.08,2.83,1.13
8,833,148.41,67.63,75,1778.5,1.08,2.83,1.13
8,351,147.44,67.63,131,1956.2,1.08,2.83,1.13
8,616,161.65,67.63,98,1515.6,1.08,2.83,1.13
8,410,168.8,67.63,72,1207.8,1.08,2.83,1.13
8,23,151.36,67.63,84,2094.0,1.08,2.83,1.13
8,522,159.5,67.63,182,1405.6,1.08,2.83,1.13
8,419,160.77,67.63,163,1619.5,1.08,2.83,1.13
8,309,80.5,67.63,56,2212.8,1.08,2.83,1.13
8,669,134.86,67.63,188,2089.1,1.08,2.83,1.13
8,610,161.2,67.63,72,1507.5,1.08,2.83,1.13
8,601,151.05,67.63,109,2005.5,1.08,2.83,1.13
8,836,158.57,67.63,84,2218.0,1.08,2.83,1.13
8,262,149.39,67.63,178,1692.1,1.08,2.83,1.13
8,17,146.91,67.63,173,1222.1,1.08,2.83,1.13
8,613,159.84,67.63,118,2039.1,1.08,2.83,1.13
8,33,75.83,67.63,52,2030.9,1.08,2.83,1.13
8,72,150.75,67.63,137,1652.7,1.08,2.83,1.13
8,183,155.69,67.63,51,2165.2,1.08,2.83,1.13
8,185,96.2,67.63,81,2117.0,1.08,2.83,1.13
8,524,155.47,67.63,92,1916.4,1.08,2.83,1.13
8,512,144.71,67.63,111,1566.6,1.08,2.83,1.13
8,161,141.12,67.63,80,2063.1,1.08,2.83,1.13
8,377,181.66,67.63,118,1410.5,1.08,2.83,1.13
8,48,141.1,67.63,103,1591.0,1.08,2.83,1.13
8,407,151.42,67.63,128,1354.3,1.08,2.83,1.13
8,554,112.18,67.63,150,1518.4,1.08,2.83,1.13
8,429,145.94,67.63,167,1407.5,1.08,2.83,1.13
8,489,136.89,67.63,104,1648.5,1.08,2.83,1.13
8,306,159.23,67.63,183,2168.4,1.08,2.83,1.13
8,550,153.66,67.63,132,1924.3,1.08,2.83,1.13
8,561,156.03,67.63,160,2155.7,1.08,2.83,1.13
8,209,152.47,67.63,59,1943.0,1.08,2.83,1.13
8,776,153.57,67.63,63,2070.4,1.08,2.83,1.13
8,647,131.67,67.63,102,2230.8,1.08,2.83,1.13
8,110,123.16,67.63,121,2049.2,1.08,2.83,1.13
8,117,86.26,67.63,144,1593.0,1.08,2.83,1.13
8,64,159.9,67.63,171,1802.9,1.08,2.83,1.13
8,731,136.04,67.63,153,1599.5,1.08,2.83,1.13
8,335,118.76,67.63,186,2018.6,1.08,2.83,1.13
8,668,177.92,67.63,161,1514.7,1.08,2.83,1.13
8,498,65.93,67.63,131,1801.1,1.08,2.83,1.13
8,380,168.6,67.63,178,2165.8,1.08,2.83,1.13
8,793,162.5,67.63,176,2007.3,1.08,2.83,1.13
8,146,152.87,67.63,136,1420.3,1.08,2.83,1.13
8,314,149.14,67.63,123,1566.5,1.08,2.83,1.13
8,363,133.74,67.63,124,1514.1,1.08,2.83,1.13
8,708,144.77,67.63,185,1549.1,1.08,2.83,1.13
8,756,82.46,67.63,198,2192.2,1.08,2.83,1.13
8,595,157.59,67.63,103,1668.7,1.08,2.83,1.13
8,484,145.74,67.63,129,1926.0,1.08,2.83,1.13
8,850,140.59,67.63,62,1634.6,1.08,2.83,1.13
8,141,128.58,67.63,176,1741.8,1.08,2.83,1.13
8,545,133.19,67.63,155,1445.9,1.08,2.83,1.13
8,364,141.99,67.63,167,1209.0,1.08,2.83,1.13
8,418,148.61,67.63,126,1739.4,1.08,2.83,1.13
8,41,140.8,67.63,83,1573.3,1.08,2.83,1.13
8,835,137.13,67.63,198,1453.3,1.08,2.83,1.13
8,592,141.39,67.63,161,1505.8,1.08,2.83,1.13
8,856,144.85,67.63,69,1618.0,1.08,2.83,1.13
8,556,151.06,67.63,57,1437.8,1.08,2.83,1.13
8,634,133.87,67.63,150,1244.1,1.08,2.83,1.13
8,445,159.08,67.63,193,2062.0,1.08,2.83,1.13
8,10,148.49,67.63,80,2065.4,1.08,2.83,1.13
8,520,161.62,67.63,58,1297.8,1.08,2.83,1.13
8,758,140.01,67.63,127,1725.6,1.08,2.83,1.13
8,861,136.92,67.63,147,1607.8,1.08,2.83,1.13
8,50,135.6,67.63,120,2231.9,1.08,2.83,1.13
8,237,139.05,67.63,92,2124.2,1.08,2.83,1.13
8,635,142.48,67.63,67,1539.3,1.08,2.83,1.13
8,791,151.35,67.63,132,1621.2,1.08,2.83,1.13
8,663,126.74,67.63,170,1802.9,1.08,2.83,1.13
8,799,150.91,67.63,55,1452.1,1.08,2.83,1.13
8,145,143.32,67.63,195,2068.3,1.08,2.83,1.13
8,192,131.24,67.63,145,1629.3,1.08,2.83,1.13
8,0,148.61,67.63,158,1236.6,1.08,2.83,1.13
8,530,144.91,67.63,78,2225.4,1.08,2.83,1.13
8,553,139.95,67.63,95,2005.6,1.08,2.83,1.13
8,628,170.67,67.63,129,1203.4,1.08,2.83,1.13
8,148,126.58,67.63,71,1324.3,1.08,2.83,1.13
8,217,162.29,67.63,65,1619.5,1.08,2.83,1.13
8,236,165.74,67.63,56,1321.2,1.08,2.83,1.13
8,358,142.76,67.63,113,1487.0,1.08,2.83,1.13
8,549,150.03,67.63,81,1865.9,1.08,2.83,1.13
8,127,140.32,67.63,64,2248.7,1.08,2.83,1.13
8,4,156.37,67.63,69,1570.6,1.08,2.83,1.13
8,681,118.58,67.63,126,1919.1,1.08,2.83,1.13
8,147,138.32,67.63,109,1208.4,1.08,2.83,1.13
8,58,179.26,67.63,174,2226.1,1.08,2.83,1.13
8,784,157.09,67.63,101,1308.7,1.08,2.83,1.13
8,458,171.12,67.63,57,2134.7,1.08,2.83,1.13
8,253,135.09,67.63,108,1865.7,1.08,2.83,1.13
8,474,135.05,67.63,153,2203.1,1.08,2.83,1.13
8,310,120.22,67.63,97,2072.2,1.08,2.83,1.13
8,779,185.19,67.63,164,2209.7,1.08,2.83,1.13
8,296,158.4,67.63,124,2025.8,1.08,2.83,1.13
8,456,159.25,67.63,141,1583.0,1.08,2.83,1.13
8,325,183.59,67.63,98,2155.2,1.08,2.83,1.13
8,233,162.88,67.63,118,1842.8,1.08,2.83,1.13
8,55,148.84,67.63,154,1664.1,1.08,2.83,1.13
8,354,145.96,67.63,154,1970.0,1.08,2.83,1.13
8,387,152.38,67.63,173,2034.5,1.08,2.83,1.13
8,135,155.92,67.63,85,2150.7,1.08,2.83,1.13
8,459,136.27,67.63,113,1914.7,1.08,2.83,1.13
8,798,160.53,67.63,69,1554.0,1.08,2.83,1.13
8,176,166.44,67.63,56,1745.2,1.08,2.83,1.13
8,37,133.4,67.63,151,1908.5,1.08,2.83,1.13
8,580,155.3,67.63,186,1905.9,1.08,2.83,1.13
8,760,141.97,67.63,70,1687.5,1.08,2.83,1.13
8,14,144.42,67.63,172,1967.7,1.08,2.83,1.13
8,677,151.92,67.63,176,1253.7,1.08,2.83,1.13
8,739,142.73,67.63,168,2150.1,1.08,2.83,1.13
8,123,148.91,67.63,123,1524.8,1.08,2.83,1.13
8,77,160.78,67.63,51,1286.8,1.08,2.83,1.13
8,315,144.47,67.63,86,1814.5,1.08,2.83,1.13
8,119,149.08,67.63,93,1453.2,1.08,2.83,1.13
8,235,162.64,67.63,87,1298.1,1.08,2.83,1.13
8,381,153.05,67.63,54,1823.9,1.08,2.83,1.13
8,539,160.97,67.63,140,1253.6,1.08,2.83,1.13
8,748,136.5,67.63,120,2215.4,1.08,2.83,1.13
